1.00000,0.00801
2.00000,0.00830
3.00000,0.00916
4.00000,0.00241
5.00000,0.00249
6.00000,0.00710
7.00000,0.00293
8.00000,0.00246
9.00000,0.00594
10.00000,0.00266
11.00000,0.00521
12.00000,0.00831
13.00000,0.00546
14.00000,0.00541
15.00000,0.00468
16.00000,0.50916
17.00000,0.00851
18.00000,0.00534
19.00000,0.00696
20.00000,0.00342
21.00000,0.01152
22.00000,0.00881
23.00000,0.00268
24.00000,0.00253
25.00000,0.00769
26.00000,0.49832
27.00000,0.00437
28.00000,0.00158
29.00000,0.00347
30.00000,0.00849
31.00000,0.00381
32.00000,0.00407
33.00000,0.00186
34.00000,0.01032
35.00000,0.00331
36.00000,0.00366
37.00000,0.00365
38.00000,0.00657
39.00000,0.00613
40.00000,0.00844
41.00000,0.00115
42.00000,0.00758
43.00000,0.00205
44.00000,0.00289
45.00000,0.00516
46.00000,0.00375
47.00000,0.01283
48.00000,0.00132
49.00000,0.00315
50.00000,0.00886
51.00000,0.00203
52.00000,0.00363
53.00000,0.00764
54.00000,0.00638
55.00000,0.00145
56.00000,0.00417
57.00000,0.00222
58.00000,0.00972
59.00000,0.00888
60.00000,0.00191
61.00000,0.00304
62.00000,0.00193
63.00000,0.01406
64.00000,0.00777
65.00000,0.00297
66.00000,0.00958
67.00000,0.00299
68.00000,0.00087
69.00000,0.00258
70.00000,0.00516
71.00000,0.00744
72.00000,0.00456
73.00000,0.00875
74.00000,0.00578
75.00000,0.00197
76.00000,0.00435
77.00000,0.00288
78.00000,0.00644
79.00000,0.00455
80.00000,0.00501
81.00000,0.00439
82.00000,0.00320
83.00000,0.00257
84.00000,0.00548
85.00000,0.00964
86.00000,0.00256
87.00000,0.00566
88.00000,0.01010
89.00000,0.00522
90.00000,0.01162
91.00000,0.00531
92.00000,0.00646
93.00000,0.00414
94.00000,0.00228
95.00000,0.00630
96.00000,0.00542
97.00000,0.00398
98.00000,0.00451
99.00000,0.00408
100.00000,0.00566
101.00000,0.00834
102.00000,0.00102
103.00000,0.00634
104.00000,0.00912
105.00000,0.00585
106.00000,0.00507
107.00000,0.00065
108.00000,0.00695
109.00000,0.00799
110.00000,0.00187
111.00000,0.00628
112.00000,0.00873
113.00000,0.00704
114.00000,0.00687
115.00000,0.00875
116.00000,0.00556
117.00000,0.00384
118.00000,0.00185
119.00000,0.00361
120.00000,0.00245
121.00000,0.01028
122.00000,0.00539
123.00000,0.00674
124.00000,0.00721
125.00000,0.00635
126.00000,0.00727
127.00000,0.00319
128.00000,0.00273
129.00000,0.00566
130.00000,0.00546
131.00000,0.00568
132.00000,0.00866
133.00000,0.01072
134.00000,0.00636
135.00000,0.01109
136.00000,0.00700
137.00000,0.00842
138.00000,0.00697
139.00000,0.00132
140.00000,0.00996
141.00000,0.00440
142.00000,0.01004
143.00000,0.01269
144.00000,0.00740
145.00000,0.00482
146.00000,0.01031
147.00000,0.00998
148.00000,0.00573
149.00000,0.00557
150.00000,0.00844
151.00000,0.00430
152.00000,0.00382
153.00000,0.00186
154.00000,0.00046
155.00000,0.00289
156.00000,0.00405
157.00000,0.00334
158.00000,0.01234
159.00000,0.00924
160.00000,0.00606
161.00000,0.00117
162.00000,0.00782
163.00000,0.00374
164.00000,0.00763
165.00000,0.00772
166.00000,0.00886
167.00000,0.00859
168.00000,0.00737
169.00000,0.00423
170.00000,0.00930
171.00000,0.00661
172.00000,0.00237
173.00000,0.00270
174.00000,0.00332
175.00000,0.01003
176.00000,0.00437
177.00000,0.00267
178.00000,0.00375
179.00000,0.00991
180.00000,0.00131
181.00000,0.00255
182.00000,0.00409
183.00000,0.01017
184.00000,0.00484
185.00000,0.00510
186.00000,0.00125
187.00000,0.00504
188.00000,0.01486
189.00000,0.00504
190.00000,0.00496
191.00000,0.00171
192.00000,0.00300
193.00000,0.01798
194.00000,0.00203
195.00000,0.00310
196.00000,0.00649
197.00000,0.00772
198.00000,0.00694
199.00000,0.00491
200.00000,0.00106
201.00000,0.00705
202.00000,0.00542
203.00000,0.01002
204.00000,0.00421
205.00000,0.00918
206.00000,0.01020
207.00000,0.00392
208.00000,0.00569
209.00000,0.01034
210.00000,0.00442
211.00000,0.00336
212.00000,0.00786
213.00000,0.00679
214.00000,0.00881
215.00000,0.00630
216.00000,0.00746
217.00000,0.00664
218.00000,0.00443
219.00000,0.00817
220.00000,0.00476
221.00000,0.00343
222.00000,0.00497
223.00000,0.00457
224.00000,0.00228
225.00000,0.00970
226.00000,0.00315
227.00000,0.01411
228.00000,0.01299
229.00000,0.00173
230.00000,0.00864
231.00000,0.00584
232.00000,0.00322
233.00000,0.00390
234.00000,0.00210
235.00000,0.00423
236.00000,0.00396
237.00000,0.00456
238.00000,0.00122
239.00000,0.00566
240.00000,0.00900
241.00000,0.00438
242.00000,0.00660
243.00000,0.00708
244.00000,0.00469
245.00000,0.00256
246.00000,0.00994
247.00000,0.00791
248.00000,0.00557
249.00000,0.00282
250.00000,0.00387
251.00000,0.00115
252.00000,0.00094
253.00000,0.00777
254.00000,0.00261
255.00000,0.00849
256.00000,0.00356
257.00000,0.00145
258.00000,0.00707
259.00000,0.00693
260.00000,0.00308
261.00000,0.00535
262.00000,0.00476
263.00000,0.00471
264.00000,0.00123
265.00000,0.00676
266.00000,0.00359
267.00000,0.00609
268.00000,0.00243
269.00000,0.01043
270.00000,0.00346
271.00000,0.00543
272.00000,0.00433
273.00000,0.00146
274.00000,0.00175
275.00000,0.00170
276.00000,0.00606
277.00000,0.00684
278.00000,0.00879
279.00000,0.00837
280.00000,0.00759
281.00000,0.00509
282.00000,0.00392
283.00000,0.00212
284.00000,0.00128
285.00000,0.00576
286.00000,0.00497
287.00000,0.00422
288.00000,0.00602
289.00000,0.00491
290.00000,0.00424
291.00000,0.00483
292.00000,0.00221
293.00000,0.00531
294.00000,0.00270
295.00000,0.00402
296.00000,0.00111
297.00000,0.00569
298.00000,0.00199
299.00000,0.00465
300.00000,0.00736
301.00000,0.00069
302.00000,0.00419
303.00000,0.00554
304.00000,0.00601
305.00000,0.00370
306.00000,0.00515
307.00000,0.00438
308.00000,0.00619
309.00000,0.00515
310.00000,0.00767
311.00000,0.00162
312.00000,0.00901
313.00000,0.00376
314.00000,0.00716
315.00000,0.00058
316.00000,0.01037
317.00000,0.00435
318.00000,0.00735
319.00000,0.00414
320.00000,0.00605
321.00000,0.00728
322.00000,0.00684
323.00000,0.00607
324.00000,0.00157
325.00000,0.00554
326.00000,0.01172
327.00000,0.01256
328.00000,0.00766
329.00000,0.00423
330.00000,0.00660
331.00000,0.00406
332.00000,0.00419
333.00000,0.00519
334.00000,0.00310
335.00000,0.00368
336.00000,0.00320
337.00000,0.00537
338.00000,0.00251
339.00000,0.00533
340.00000,0.01128
341.00000,0.00410
342.00000,0.01360
343.00000,0.00340
344.00000,0.01170
345.00000,0.00542
346.00000,0.00619
